"pass" "score_exam" "semester" "gender" "highest_education" "soc_eco_status" "age" "num_of_prev_attempts" "studied_credits" "disability" "wscore_tutor" "wscore_comp" "exercises"
0 47 "Sem4" "F" "Lower Than A Level" 7 23 1 90 "N" 57.8 0 371
1 51 "Sem4" "M" "Lower Than A Level" 11 24 0 60 "Y" 68.5 0 1598
1 96 "Sem4" "F" "HE Qualification" 4 29 1 60 "N" 77.8 0 1365
1 73 "Sem4" "M" "A Level or Equivalent" 11 33 0 120 "N" 52 0 684
1 84 "Sem4" "M" "Lower Than A Level" 7 30 1 60 "N" 66.75 0 767
1 91 "Sem4" "M" "Post Graduate Qualification" 3 29 1 60 "N" 74.7 0 81
1 51 "Sem4" "M" "Lower Than A Level" 7 28 0 120 "N" 63.55 0 363
1 53 "Sem4" "M" "A Level or Equivalent" 2 26 0 60 "Y" 80 0 1430
1 73 "Sem4" "F" "A Level or Equivalent" 10 33 0 60 "N" 58.05 0 2285
0 20 "Sem4" "F" "Lower Than A Level" 6 23 0 120 "N" 43 0 436
1 67 "Sem4" "M" "A Level or Equivalent" 8 35 1 60 "N" 70.5 0 819
1 60 "Sem4" "F" "A Level or Equivalent" 5 37 0 60 "N" 61.5 0 2061
1 82 "Sem4" "M" "A Level or Equivalent" 4 31 0 90 "N" 68.75 0 590
1 93 "Sem4" "F" "A Level or Equivalent" 8 29 1 90 "Y" 91 0 7626
0 44 "Sem4" "F" "A Level or Equivalent" 5 26 0 120 "N" 52.8 0 1050
1 67 "Sem4" "M" "HE Qualification" 10 35 0 60 "N" 68 0 1401
0 56 "Sem4" "F" "A Level or Equivalent" 5 42 0 60 "Y" 58.8 0 795
1 47 "Sem4" "F" "A Level or Equivalent" 8 28 0 60 "N" 72.55 0 1457
1 47 "Sem4" "M" "A Level or Equivalent" 11 25 0 120 "N" 75.75 0 2782
1 87 "Sem4" "F" "A Level or Equivalent" 4 30 0 90 "N" 90.25 0 1181
1 64 "Sem4" "F" "A Level or Equivalent" 6 35 0 120 "N" 60 0 812
1 93 "Sem4" "M" "HE Qualification" 4 29 0 60 "N" 90.8 0 950
1 49 "Sem4" "F" "A Level or Equivalent" 7 24 1 60 "N" 71.05 0 653
1 100 "Sem4" "M" "HE Qualification" 8 29 0 90 "N" 81 0 243
1 58 "Sem4" "M" "A Level or Equivalent" 10 39 0 60 "Y" 58 0 1433
0 36 "Sem4" "F" "Lower Than A Level" 9 20 0 60 "N" 73.55 0 708
1 58 "Sem4" "F" "A Level or Equivalent" 7 39 1 60 "N" 44.05 0 271
0 29 "Sem4" "F" "A Level or Equivalent" 10 24 0 60 "N" 72.05 0 1035
1 91 "Sem4" "F" "A Level or Equivalent" 4 29 1 120 "N" 72.3 0 538
1 53 "Sem4" "M" "A Level or Equivalent" 2 21 1 60 "N" 48.5 0 682
1 96 "Sem4" "F" "A Level or Equivalent" 4 29 0 85 "Y" 82.55 0 770
1 58 "Sem4" "F" "A Level or Equivalent" 3 39 0 60 "N" 77 0 727
1 58 "Sem4" "F" "A Level or Equivalent" 11 39 0 60 "N" 60.8 0 340
1 67 "Sem4" "M" "A Level or Equivalent" 11 35 0 60 "N" 82.25 0 1498
1 60 "Sem4" "F" "HE Qualification" 4 37 0 60 "N" 66.75 0 1760
1 60 "Sem4" "F" "Lower Than A Level" 5 37 0 60 "Y" 85 0 1278
1 69 "Sem4" "M" "A Level or Equivalent" 6 34 0 120 "N" 79.8 0 2814
1 69 "Sem4" "M" "Lower Than A Level" 9 34 0 120 "N" 89.75 0 1884
1 53 "Sem4" "M" "Lower Than A Level" 9 51 0 60 "N" 68 0 900
1 71 "Sem4" "M" "A Level or Equivalent" 10 33 1 90 "N" 66 0 1190
1 44 "Sem4" "F" "A Level or Equivalent" 7 27 0 120 "N" 59.5 0 1658
1 82 "Sem4" "F" "A Level or Equivalent" 5 31 0 60 "N" 95.05 0 3797
1 76 "Sem4" "M" "A Level or Equivalent" 11 32 0 120 "N" 75.75 0 1044
1 53 "Sem4" "F" "A Level or Equivalent" 4 25 0 120 "N" 49.05 0 560
1 91 "Sem4" "F" "A Level or Equivalent" 10 29 0 90 "Y" 76.3 0 847
1 51 "Sem4" "F" "HE Qualification" 5 27 1 60 "N" 63.8 0 704
1 84 "Sem4" "M" "Lower Than A Level" 5 30 0 60 "N" 77.75 0 762
1 71 "Sem4" "M" "Lower Than A Level" 8 33 0 60 "N" 77.8 0 1558
1 58 "Sem4" "F" "Lower Than A Level" 2 39 1 60 "N" 52.05 0 643
1 76 "Sem4" "F" "A Level or Equivalent" 2 32 0 60 "N" 75.75 0 920
1 51 "Sem4" "M" "Lower Than A Level" 8 22 0 90 "N" 65.75 0 1049
1 64 "Sem4" "F" "A Level or Equivalent" 6 35 0 60 "N" 75.25 0 1842
1 73 "Sem4" "M" "Lower Than A Level" 8 33 0 60 "N" 78.25 0 855
1 78 "Sem4" "F" "Lower Than A Level" 8 31 0 60 "N" 88.3 0 874
0 42 "Sem4" "M" "A Level or Equivalent" 8 22 0 60 "N" 45.5 0 692
1 78 "Sem4" "M" "A Level or Equivalent" 9 31 0 60 "N" 81.5 0 644
1 44 "Sem4" "F" "Lower Than A Level" 6 24 0 150 "N" 40.3 0 527
1 62 "Sem4" "M" "Lower Than A Level" 4 36 0 60 "N" 66.25 0 836
1 91 "Sem4" "M" "Lower Than A Level" 11 29 0 150 "N" 70 0 619
1 76 "Sem4" "F" "A Level or Equivalent" 5 32 1 120 "N" 71.5 0 303
1 73 "Sem4" "M" "Lower Than A Level" 1 33 0 60 "N" 88.8 0 1172
0 27 "Sem4" "F" "Lower Than A Level" 6 21 0 60 "N" 60.55 0 673
1 64 "Sem4" "M" "Lower Than A Level" 8 35 0 60 "N" 73.3 0 3601
0 38 "Sem4" "F" "A Level or Equivalent" 7 26 2 60 "N" 42.5 0 290
1 49 "Sem4" "M" "HE Qualification" 6 26 0 60 "N" 73.55 0 1328
1 87 "Sem4" "F" "A Level or Equivalent" 5 30 1 60 "N" 69.55 0 482
1 64 "Sem4" "F" "Lower Than A Level" 2 35 0 60 "N" 60.55 0 330
1 71 "Sem4" "F" "A Level or Equivalent" 6 33 0 60 "N" 86.8 0 1162
1 69 "Sem4" "F" "A Level or Equivalent" 7 34 0 60 "N" 83.05 0 2214
1 78 "Sem4" "F" "A Level or Equivalent" 8 31 0 60 "N" 63.05 0 1155
1 42 "Sem4" "M" "Lower Than A Level" 7 25 0 120 "N" 44.75 0 473
1 71 "Sem4" "M" "Lower Than A Level" 7 33 0 60 "Y" 72.55 0 2771
1 49 "Sem4" "M" "HE Qualification" 11 26 1 60 "N" 67.1 0 831
1 91 "Sem4" "M" "Post Graduate Qualification" 1 29 0 120 "N" 95.05 0 1701
1 73 "Sem4" "M" "A Level or Equivalent" 7 33 0 60 "N" 88.3 0 725
1 67 "Sem4" "M" "Lower Than A Level" 11 35 0 60 "N" 65.05 0 408
1 93 "Sem4" "M" "Lower Than A Level" 11 29 0 60 "N" 81.3 0 1275
0 40 "Sem4" "F" "Lower Than A Level" 8 28 1 60 "N" 46.6 0 880
1 93 "Sem4" "M" "Lower Than A Level" 1 29 0 60 "Y" 79.8 0 1295
1 64 "Sem4" "M" "Lower Than A Level" 9 35 0 60 "N" 74.75 0 1295
1 60 "Sem4" "M" "Lower Than A Level" 8 37 0 60 "N" 62.05 0 2285
1 91 "Sem4" "M" "Lower Than A Level" 6 29 0 60 "N" 84.5 0 1389
1 53 "Sem4" "M" "Lower Than A Level" 5 25 0 60 "N" 61.5 0 460
0 36 "Sem4" "F" "A Level or Equivalent" 5 26 2 60 "Y" 48.05 0 1077
1 53 "Sem4" "F" "A Level or Equivalent" 7 23 0 60 "N" 65 0 856
1 56 "Sem4" "F" "A Level or Equivalent" 10 42 0 60 "N" 73.05 0 434
0 27 "Sem4" "M" "HE Qualification" 6 25 2 60 "N" 34.4 0 93
1 80 "Sem4" "F" "A Level or Equivalent" 7 31 0 60 "N" 75.25 0 4156
0 27 "Sem4" "F" "Lower Than A Level" 8 25 0 60 "N" 65.8 0 781
1 53 "Sem4" "F" "A Level or Equivalent" 10 28 0 60 "N" 87.55 0 913
1 56 "Sem4" "F" "A Level or Equivalent" 5 42 0 60 "N" 72.55 0 337
1 89 "Sem4" "F" "A Level or Equivalent" 7 30 0 60 "N" 85 0 4525
1 80 "Sem4" "M" "A Level or Equivalent" 4 31 0 60 "N" 81.55 0 749
1 53 "Sem4" "F" "HE Qualification" 5 28 0 60 "N" 59.5 0 1179
0 44 "Sem4" "M" "HE Qualification" 4 27 0 60 "N" 47.55 0 619
1 62 "Sem4" "F" "Lower Than A Level" 3 36 0 60 "N" 70.8 0 730
1 98 "Sem4" "F" "HE Qualification" 9 29 1 60 "N" 87.55 0 296
0 24 "Sem4" "M" "A Level or Equivalent" 9 26 0 60 "N" 59.3 0 317
0 56 "Sem4" "M" "A Level or Equivalent" 2 42 0 90 "N" 52.3 0 387
1 47 "Sem4" "M" "HE Qualification" 6 27 0 60 "N" 75.25 0 2140
0 22 "Sem4" "M" "A Level or Equivalent" 10 28 0 60 "Y" 56.5 0 405
1 49 "Sem4" "M" "Lower Than A Level" 9 27 2 60 "N" 50.3 0 1168
1 56 "Sem4" "M" "A Level or Equivalent" 3 42 0 120 "N" 64 0 417
1 73 "Sem4" "F" "Lower Than A Level" 3 33 0 120 "N" 84.75 0 864
1 91 "Sem4" "M" "Lower Than A Level" 8 29 0 60 "Y" 83.5 0 475
1 60 "Sem4" "M" "Lower Than A Level" 7 37 0 60 "N" 53.8 0 756
1 56 "Sem4" "F" "A Level or Equivalent" 3 42 2 90 "N" 79.25 0 906
0 51 "Sem4" "M" "Lower Than A Level" 10 27 0 60 "N" 47 0 584
1 71 "Sem4" "M" "A Level or Equivalent" 9 33 0 60 "N" 82.5 0 328
0 38 "Sem4" "M" "Lower Than A Level" 11 25 1 60 "N" 40.25 0 575
1 31 "Sem4" "F" "A Level or Equivalent" 3 28 0 60 "N" 70.3 0 1054
1 62 "Sem4" "M" "Lower Than A Level" 4 36 0 60 "Y" 76.05 0 725
0 29 "Sem4" "M" "A Level or Equivalent" 8 26 0 60 "N" 59.05 0 1762
0 38 "Sem4" "F" "A Level or Equivalent" 8 27 0 120 "N" 49.5 0 497
0 27 "Sem4" "F" "A Level or Equivalent" 4 27 0 60 "N" 71.5 0 423
0 33 "Sem4" "M" "Lower Than A Level" 8 26 1 60 "N" 41.5 0 272
1 53 "Sem4" "M" "HE Qualification" 6 27 1 60 "N" 62.9 0 441
0 40 "Sem4" "F" "Lower Than A Level" 7 25 0 60 "N" 41.8 0 275
0 44 "Sem4" "F" "Lower Than A Level" 7 46 1 120 "N" 46.05 0 852
1 80 "Sem4" "M" "Lower Than A Level" 8 31 0 120 "N" 93.05 0 4806
1 56 "Sem4" "M" "A Level or Equivalent" 7 42 0 60 "N" 70.25 0 1283
0 40 "Sem4" "M" "A Level or Equivalent" 3 25 0 60 "N" 67 0 468
1 49 "Sem4" "M" "HE Qualification" 1 27 0 60 "N" 64.05 0 720
1 82 "Sem4" "M" "A Level or Equivalent" 9 31 0 90 "N" 92.05 0 447
0 36 "Sem4" "M" "Lower Than A Level" 10 28 1 60 "N" 43.55 0 240
1 84 "Sem4" "F" "Lower Than A Level" 7 30 0 60 "N" 93.3 0 1595
1 58 "Sem4" "M" "A Level or Equivalent" 4 39 1 120 "Y" 61.55 0 1192
1 62 "Sem4" "F" "HE Qualification" 8 36 0 60 "N" 81.5 0 4295
1 42 "Sem4" "F" "Lower Than A Level" 7 26 0 60 "N" 75.5 0 1973
0 31 "Sem4" "M" "A Level or Equivalent" 9 28 0 60 "N" 42.05 0 301
1 76 "Sem4" "F" "Lower Than A Level" 8 32 0 60 "N" 90.3 0 1051
1 36 "Sem4" "M" "A Level or Equivalent" 5 27 0 60 "N" 72 0 393
0 60 "Sem4" "M" "A Level or Equivalent" 6 37 1 120 "N" 10.75 0 75
1 56 "Sem4" "F" "Lower Than A Level" 9 42 0 60 "N" 76.3 0 1977
1 60 "Sem4" "M" "Lower Than A Level" 9 37 0 60 "N" 75.3 0 1279
0 22 "Sem4" "F" "A Level or Equivalent" 7 28 0 60 "N" 39.55 0 766
1 100 "Sem4" "M" "HE Qualification" 11 29 0 60 "N" 91.25 0 2087
0 42 "Sem4" "F" "A Level or Equivalent" 7 24 0 60 "N" 42.75 0 772
1 87 "Sem4" "M" "HE Qualification" 10 30 0 90 "N" 45.05 0 454
1 62 "Sem4" "F" "A Level or Equivalent" 3 36 0 60 "N" 84.3 0 301
1 47 "Sem4" "M" "Lower Than A Level" 8 29 0 60 "N" 89.05 0 1933
1 76 "Sem4" "M" "A Level or Equivalent" 9 32 1 60 "N" 83.8 0 1405
1 44 "Sem4" "M" "A Level or Equivalent" 6 27 0 60 "N" 67.5 0 675
0 44 "Sem4" "M" "Lower Than A Level" 4 26 0 60 "N" 57.75 0 513
1 78 "Sem4" "M" "HE Qualification" 8 31 0 60 "N" 86.25 0 2217
1 82 "Sem4" "F" "A Level or Equivalent" 7 31 0 90 "N" 84.25 0 489
1 58 "Sem4" "M" "A Level or Equivalent" 11 39 0 60 "N" 92.5 0 4157
1 49 "Sem4" "F" "HE Qualification" 3 28 1 60 "N" 74.8 0 1701
1 62 "Sem4" "F" "A Level or Equivalent" 3 36 0 90 "N" 80.5 0 991
1 84 "Sem4" "F" "A Level or Equivalent" 1 30 0 60 "N" 73.25 0 1209
1 53 "Sem4" "F" "A Level or Equivalent" 5 23 0 60 "N" 85.25 0 799
1 60 "Sem4" "F" "A Level or Equivalent" 8 37 0 60 "N" 91.05 0 2940
1 80 "Sem4" "M" "A Level or Equivalent" 4 31 1 60 "Y" 75.25 0 2293
1 56 "Sem4" "M" "A Level or Equivalent" 6 42 1 60 "Y" 74.25 0 1553
1 56 "Sem4" "F" "A Level or Equivalent" 9 42 0 150 "N" 46.3 0 267
1 51 "Sem4" "M" "A Level or Equivalent" 2 27 0 60 "N" 50.75 0 542
0 31 "Sem4" "F" "A Level or Equivalent" 11 28 1 60 "Y" 51.5 0 786
0 44 "Sem4" "F" "Lower Than A Level" 8 20 0 60 "N" 66.05 0 334
1 56 "Sem4" "M" "Lower Than A Level" 3 42 0 60 "N" 69.5 0 310
1 64 "Sem4" "F" "Lower Than A Level" 9 35 0 60 "N" 74.05 0 346
1 53 "Sem4" "F" "A Level or Equivalent" 4 27 0 60 "N" 0 0 195
0 42 "Sem4" "F" "Lower Than A Level" 8 27 0 120 "N" 51.3 0 4864
0 31 "Sem4" "M" "A Level or Equivalent" 6 26 0 60 "N" 51 0 371
1 67 "Sem4" "F" "A Level or Equivalent" 2 35 0 120 "N" 77.75 0 2431
1 71 "Sem4" "F" "A Level or Equivalent" 11 33 0 60 "N" 65.55 0 2159
1 60 "Sem4" "F" "Lower Than A Level" 2 37 0 60 "N" 85.8 0 2785
0 44 "Sem4" "M" "Lower Than A Level" 7 25 0 90 "N" 43.05 0 595
1 82 "Sem4" "M" "HE Qualification" 10 31 1 60 "N" 51.25 0 1593
1 82 "Sem4" "F" "Lower Than A Level" 8 31 1 60 "N" 83.5 0 1388
1 53 "Sem4" "M" "HE Qualification" 8 27 0 60 "N" 82.55 0 3679
1 47 "Sem4" "F" "Lower Than A Level" 8 28 0 120 "N" 70.5 0 3223
1 96 "Sem4" "F" "A Level or Equivalent" 3 29 1 60 "Y" 90.35 0 49
1 78 "Sem4" "M" "Lower Than A Level" 10 31 0 60 "N" 61.3 0 750
1 67 "Sem4" "M" "A Level or Equivalent" 7 35 1 60 "N" 72 0 379
1 56 "Sem4" "M" "HE Qualification" 3 42 0 90 "N" 49.8 0 502
1 51 "Sem4" "F" "A Level or Equivalent" 3 27 1 90 "Y" 54.65 0 77
1 76 "Sem4" "F" "Lower Than A Level" 9 32 1 120 "N" 69.25 0 1977
1 80 "Sem4" "F" "A Level or Equivalent" 6 31 0 60 "N" 85 0 757
1 71 "Sem4" "M" "Lower Than A Level" 10 33 0 60 "N" 82 0 974
1 69 "Sem4" "F" "A Level or Equivalent" 8 34 0 60 "N" 55 0 1220
0 33 "Sem4" "F" "Lower Than A Level" 2 27 1 60 "N" 54.25 0 408
1 76 "Sem4" "F" "Lower Than A Level" 3 32 0 60 "N" 91.3 0 487
1 80 "Sem4" "M" "A Level or Equivalent" 11 31 0 60 "N" 87.8 0 853
1 49 "Sem4" "M" "A Level or Equivalent" 9 29 0 60 "N" 65.5 0 348
1 49 "Sem4" "M" "Lower Than A Level" 6 26 0 60 "N" 71.55 0 440
0 38 "Sem4" "F" "Lower Than A Level" 1 26 0 60 "N" 49.8 0 2635
1 56 "Sem4" "F" "A Level or Equivalent" 6 42 0 60 "N" 83.3 0 920
1 69 "Sem4" "F" "A Level or Equivalent" 9 34 0 60 "N" 82.75 0 2626
1 67 "Sem4" "F" "A Level or Equivalent" 2 35 0 60 "N" 90.8 0 867
1 64 "Sem4" "M" "HE Qualification" 4 35 0 60 "N" 79.5 0 756
1 78 "Sem4" "M" "Lower Than A Level" 11 31 0 120 "N" 66.55 0 718
1 84 "Sem4" "M" "A Level or Equivalent" 4 30 1 90 "N" 83.05 0 1243
1 73 "Sem4" "M" "Lower Than A Level" 8 33 0 120 "N" 85 0 1921
1 78 "Sem4" "F" "A Level or Equivalent" 9 31 0 60 "N" 51.05 0 228
1 60 "Sem4" "M" "HE Qualification" 6 37 0 60 "N" 90.8 0 1224
1 58 "Sem4" "M" "Lower Than A Level" 7 39 0 150 "N" 71.3 0 695
1 58 "Sem4" "F" "A Level or Equivalent" 7 39 0 60 "N" 80.3 0 5471
1 69 "Sem4" "F" "A Level or Equivalent" 7 34 0 60 "N" 91 0 4162
1 64 "Sem4" "F" "A Level or Equivalent" 4 35 0 60 "Y" 92 0 1355
1 42 "Sem4" "M" "A Level or Equivalent" 8 25 0 60 "N" 63.55 0 600
1 69 "Sem4" "M" "Lower Than A Level" 4 34 0 60 "N" 71.8 0 1390
1 49 "Sem4" "F" "A Level or Equivalent" 11 29 0 120 "N" 70.55 0 623
1 69 "Sem4" "F" "A Level or Equivalent" 10 34 1 60 "N" 67.3 0 970
1 44 "Sem4" "F" "HE Qualification" 8 21 0 60 "N" 58.75 0 4758
1 40 "Sem4" "F" "A Level or Equivalent" 6 27 1 110 "Y" 60.25 0 177
1 51 "Sem4" "M" "A Level or Equivalent" 7 26 0 60 "N" 77.5 0 1325
1 64 "Sem4" "F" "A Level or Equivalent" 10 35 1 90 "N" 73.5 0 1152
1 51 "Sem4" "M" "A Level or Equivalent" 1 23 2 120 "N" 38.5 0 1015
1 49 "Sem4" "M" "A Level or Equivalent" 8 25 0 60 "N" 71.5 0 2169
1 56 "Sem4" "M" "Lower Than A Level" 6 42 0 120 "N" 62.75 0 254
1 67 "Sem4" "M" "HE Qualification" 6 35 0 120 "N" 77.25 0 1546
1 64 "Sem4" "M" "A Level or Equivalent" 8 35 0 60 "N" 81 0 1884
1 76 "Sem4" "M" "A Level or Equivalent" 10 32 0 60 "N" 79.8 0 1002
1 47 "Sem4" "F" "Lower Than A Level" 6 23 0 60 "N" 50.25 0 1114
1 78 "Sem4" "F" "A Level or Equivalent" 3 31 0 60 "N" 86.5 0 678
1 93 "Sem4" "F" "Lower Than A Level" 2 29 0 70 "N" 90.8 0 3352
1 58 "Sem4" "F" "A Level or Equivalent" 6 39 0 60 "N" 82.25 0 628
0 40 "Sem4" "M" "A Level or Equivalent" 8 25 0 60 "N" 59 0 418
1 62 "Sem4" "M" "HE Qualification" 4 36 1 90 "N" 62 0 1101
1 60 "Sem4" "F" "Lower Than A Level" 4 37 1 60 "N" 55.3 0 880
1 60 "Sem4" "M" "A Level or Equivalent" 2 37 0 60 "N" 79.5 0 686
1 82 "Sem4" "F" "A Level or Equivalent" 10 31 0 60 "N" 80.3 0 8669
1 53 "Sem4" "M" "A Level or Equivalent" 11 22 0 90 "N" 69.3 0 394
1 40 "Sem4" "M" "A Level or Equivalent" 6 26 0 60 "N" 66 0 1101
0 56 "Sem4" "M" "Lower Than A Level" 6 42 0 60 "N" 57.5 0 378
1 84 "Sem4" "M" "Lower Than A Level" 4 30 1 60 "N" 81.55 0 1035
1 53 "Sem4" "M" "A Level or Equivalent" 1 27 0 60 "N" 79.75 0 333
1 44 "Sem4" "M" "A Level or Equivalent" 9 27 1 210 "N" 61.05 0 542
1 44 "Sem4" "F" "Lower Than A Level" 7 28 0 60 "N" 85.75 0 697
1 67 "Sem4" "F" "A Level or Equivalent" 11 35 0 60 "N" 76.25 0 1525
1 58 "Sem4" "M" "Lower Than A Level" 8 39 0 60 "N" 40.3 0 729
1 62 "Sem4" "F" "A Level or Equivalent" 6 36 0 60 "N" 85.75 0 837
1 82 "Sem4" "M" "Lower Than A Level" 2 31 0 60 "N" 89.55 0 1304
0 36 "Sem4" "M" "Lower Than A Level" 11 26 0 60 "N" 50.8 0 271
1 96 "Sem4" "M" "HE Qualification" 10 29 0 60 "N" 95.5 0 1502
1 82 "Sem4" "M" "A Level or Equivalent" 10 31 0 60 "N" 74.3 0 1994
1 80 "Sem4" "M" "HE Qualification" 4 31 0 180 "N" 88.05 0 2424
0 49 "Sem4" "M" "Lower Than A Level" 10 27 0 60 "N" 58.8 0 405
1 60 "Sem4" "M" "A Level or Equivalent" 9 37 0 60 "N" 60.55 0 747
1 69 "Sem4" "F" "HE Qualification" 10 34 0 60 "N" 93 0 2947
1 60 "Sem4" "M" "HE Qualification" 11 37 0 60 "N" 64.3 0 472
1 58 "Sem4" "F" "Lower Than A Level" 9 39 0 60 "N" 63.55 0 2055
1 62 "Sem4" "M" "Lower Than A Level" 7 36 0 60 "N" 67.75 0 1180
1 87 "Sem4" "M" "A Level or Equivalent" 9 30 0 60 "N" 84.5 0 1434
1 58 "Sem4" "M" "Lower Than A Level" 4 39 0 60 "N" 69.8 0 1843
1 58 "Sem4" "M" "A Level or Equivalent" 10 39 0 60 "N" 66.55 0 760
1 69 "Sem4" "M" "HE Qualification" 5 34 0 120 "N" 78.3 0 2296
0 38 "Sem4" "F" "A Level or Equivalent" 2 27 1 60 "N" 45.05 0 350
1 82 "Sem4" "F" "A Level or Equivalent" 11 31 0 60 "N" 83.5 0 2735
1 82 "Sem4" "M" "Lower Than A Level" 10 31 0 60 "N" 94.75 0 4012
0 36 "Sem4" "M" "Lower Than A Level" 9 25 0 150 "N" 43.3 0 1198
1 53 "Sem4" "M" "Lower Than A Level" 8 25 0 60 "N" 70.05 0 737
1 73 "Sem4" "M" "HE Qualification" 1 33 0 60 "N" 89.55 0 387
1 64 "Sem4" "M" "Lower Than A Level" 4 35 1 60 "N" 45 0 687
1 47 "Sem4" "F" "Lower Than A Level" 9 26 0 60 "N" 71.8 0 4109
1 82 "Sem4" "M" "HE Qualification" 7 31 0 90 "N" 80.5 0 1081
1 91 "Sem4" "M" "Lower Than A Level" 1 29 0 60 "N" 85.75 0 1187
1 67 "Sem4" "M" "HE Qualification" 11 35 0 60 "N" 85 0 900
1 78 "Sem4" "F" "A Level or Equivalent" 11 31 0 60 "N" 71 0 4915
1 96 "Sem4" "M" "A Level or Equivalent" 1 29 0 120 "N" 59.75 0 1180
1 60 "Sem4" "M" "Lower Than A Level" 4 37 0 60 "N" 55.5 0 591
1 73 "Sem4" "M" "Lower Than A Level" 1 33 0 60 "N" 49.55 0 468
1 49 "Sem4" "M" "Lower Than A Level" 9 27 0 60 "N" 43.55 0 725
0 20 "Sem4" "M" "Lower Than A Level" 4 21 0 60 "N" 57 0 445
1 53 "Sem4" "M" "Lower Than A Level" 4 24 0 60 "N" 63 0 505
1 64 "Sem4" "F" "Lower Than A Level" 6 35 1 130 "N" 71.75 0 445
1 53 "Sem4" "F" "A Level or Equivalent" 10 24 0 120 "N" 82 0 929
1 60 "Sem4" "M" "A Level or Equivalent" 7 37 1 90 "N" 53.75 0 3923
1 76 "Sem4" "M" "A Level or Equivalent" 4 32 0 60 "N" 71 0 3449
1 36 "Sem4" "M" "HE Qualification" 11 27 0 60 "N" 74.8 0 1279
1 67 "Sem4" "M" "Lower Than A Level" 8 35 0 60 "N" 67.8 0 1176
0 38 "Sem4" "M" "Lower Than A Level" 7 26 0 60 "N" 69.8 0 990
1 64 "Sem4" "M" "A Level or Equivalent" 4 35 1 60 "N" 78.5 0 1447
1 87 "Sem4" "M" "A Level or Equivalent" 11 30 0 120 "N" 76.75 0 688
1 51 "Sem4" "M" "A Level or Equivalent" 11 28 0 60 "N" 58.55 0 493
1 56 "Sem4" "F" "Lower Than A Level" 3 42 1 120 "N" 73.55 0 573
1 71 "Sem4" "F" "A Level or Equivalent" 3 33 0 120 "Y" 65.8 0 2571
1 62 "Sem4" "M" "A Level or Equivalent" 9 36 0 60 "N" 77.55 0 1673
1 62 "Sem4" "M" "HE Qualification" 10 36 0 60 "N" 82.25 0 1958
1 67 "Sem4" "M" "A Level or Equivalent" 11 35 0 60 "N" 79.25 0 1240
1 47 "Sem4" "M" "Lower Than A Level" 2 26 0 60 "N" 81.55 0 974
0 31 "Sem4" "M" "A Level or Equivalent" 10 28 0 90 "N" 53.5 0 1411
1 67 "Sem4" "M" "Lower Than A Level" 5 35 0 60 "N" 49.3 0 220
1 60 "Sem4" "M" "A Level or Equivalent" 8 37 0 60 "N" 68.75 0 524
1 76 "Sem4" "F" "A Level or Equivalent" 6 32 0 60 "Y" 92.8 0 786
1 58 "Sem4" "M" "Lower Than A Level" 2 39 1 60 "N" 70.5 0 1996
1 49 "Sem4" "M" "A Level or Equivalent" 2 24 0 120 "N" 69.75 0 310
1 53 "Sem4" "M" "HE Qualification" 1 24 0 180 "N" 52.05 0 1567
1 73 "Sem4" "F" "A Level or Equivalent" 10 33 0 60 "N" 84.25 0 288
1 73 "Sem4" "M" "A Level or Equivalent" 3 33 1 120 "N" 69.55 0 651
1 89 "Sem4" "M" "A Level or Equivalent" 6 30 0 60 "N" 90.3 0 1059
1 60 "Sem4" "F" "Lower Than A Level" 8 37 0 90 "N" 58.25 0 4703
1 47 "Sem4" "F" "A Level or Equivalent" 4 28 0 60 "N" 67.8 0 713
1 44 "Sem4" "F" "HE Qualification" 11 24 0 60 "N" 81.75 0 3053
1 82 "Sem4" "M" "Lower Than A Level" 4 31 0 60 "N" 84.3 0 563
1 44 "Sem4" "F" "A Level or Equivalent" 4 28 1 60 "N" 73.75 0 332
1 78 "Sem4" "M" "A Level or Equivalent" 2 31 0 150 "N" 88 0 462
1 64 "Sem4" "F" "A Level or Equivalent" 5 35 0 60 "N" 80.3 0 1613
1 38 "Sem4" "F" "Lower Than A Level" 6 24 0 60 "N" 65.75 0 831
1 67 "Sem4" "F" "A Level or Equivalent" 11 35 0 60 "N" 86.8 0 1390
1 67 "Sem4" "F" "A Level or Equivalent" 2 35 0 60 "N" 61.3 0 685
1 56 "Sem4" "F" "A Level or Equivalent" 5 42 0 60 "N" 73.5 0 569
1 89 "Sem4" "M" "Lower Than A Level" 8 30 0 60 "N" 83.55 0 1800
1 60 "Sem4" "M" "Lower Than A Level" 10 37 0 60 "N" 85.5 0 3741
1 53 "Sem4" "M" "Lower Than A Level" 5 28 0 60 "N" 80.75 0 1405
1 60 "Sem4" "M" "A Level or Equivalent" 6 37 0 60 "N" 75 0 583
1 60 "Sem4" "M" "Lower Than A Level" 1 37 0 60 "N" 60.75 0 7463
1 67 "Sem4" "M" "A Level or Equivalent" 5 35 0 60 "N" 84.3 0 726
0 42 "Sem4" "F" "A Level or Equivalent" 11 24 0 60 "N" 55.5 0 357
1 64 "Sem4" "M" "Lower Than A Level" 8 35 0 60 "N" 89 0 4545
1 76 "Sem4" "M" "HE Qualification" 2 32 0 60 "Y" 71.8 0 673
1 96 "Sem4" "M" "A Level or Equivalent" 11 29 0 120 "N" 77.05 0 381
